Customer Name,City,State,Days to Ship,Product Name,Actual Discount,Sales,Profit,Quantity,Order Day of Week,Order Day of Year,Order Year,Ship Day of Week,Ship Day of Year,Ship Year
Maria Kennedy,Coventry,England,4,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",0.0,55,12,5,5,53,2014,2,57,2014
Maria Kennedy,Coventry,England,4,"Enermax Memo Slips, Premium",0.0,47,1,3,5,53,2014,2,57,2014
Maria Kennedy,Coventry,England,4,"Logitech Mouse, Bluetooth",0.0,205,92,7,5,53,2014,2,57,2014
Alta Nokes,Carlisle,England,5,"Accos Clamps, Metal",0.0,98,39,5,5,53,2014,3,58,2014
Alta Nokes,Carlisle,England,5,"Smead Box, Wire Frame",0.0,30,5,3,5,53,2014,3,58,2014
Joshua Andrews,Sassari,Sardinia,6,"Okidata Receipt Printer, Wireless",58.8,147,-32,2,5,53,2014,4,59,2014
Charlie Power,Cambridge,England,3,"Hon Executive Leather Armchair, Black",0.0,2286,846,5,6,54,2014,2,57,2014
Molly De Mole,Gloucester,England,6,"Boston Markers, Fluorescent",0.0,83,12,3,6,54,2014,5,60,2014
Angus Fryar,Busto Arsizio,Lombardy,5,"Avery Round Labels, Alphabetical",0.0,21,5,3,3,58,2014,1,63,2014
Lara Stoate,Portsmouth,England,4,"Wilson Jones Binder, Durable",0.0,29,1,2,4,59,2014,1,63,2014
Michael Myers,Munich,Bavaria,4,"Okidata Calculator, Durable",0.0,314,22,6,4,59,2014,1,63,2014
Eve Bates,Chartres,Centre-Val de Loire,4,"Tenex Folders, Industrial",4.3,43,-5,2,4,59,2014,1,63,2014
Maya Summers,Cologne,North Rhine-Westphalia,6,"Acco Index Tab, Clear",0.0,43,7,5,5,60,2014,4,66,2014
Maya Summers,Cologne,North Rhine-Westphalia,6,"Novimex Removable Labels, Laser Printer Compatible",0.0,19,8,2,5,60,2014,4,66,2014
Ella Knopwood,Bremen,Bremen,4,"Sanford Pencil Sharpener, Easy-Erase",0.0,190,95,7,6,61,2014,3,65,2014
Ella Knopwood,Bremen,Bremen,4,"Okidata Phone, White",0.0,597,6,7,6,61,2014,3,65,2014
Lamar Lockhart,Puertollano,Castile-La Mancha,2,"Canon Fax and Copier, Laser",0.0,2105,989,11,0,62,2014,2,64,2014
Lamar Lockhart,Puertollano,Castile-La Mancha,2,"StarTech Inkjet, Wireless",81.5,815,-91,3,0,62,2014,2,64,2014
Rory Chambers,Birmingham,England,5,"Sauder Library with Doors, Pine",291.5,583,-490,3,0,62,2014,5,67,2014
Rory Chambers,Birmingham,England,5,"Wilson Jones Binding Machine, Economy",49.0,98,-27,4,0,62,2014,5,67,2014
Rory Chambers,Birmingham,England,5,"Eldon Box, Industrial",5.5,11,-3,2,0,62,2014,5,67,2014
Rory Chambers,Birmingham,England,5,"Eldon File Cart, Single Width",224.0,448,-287,7,0,62,2014,5,67,2014
Rory Chambers,Birmingham,England,5,"Stiletto Trimmer, Steel",63.0,126,-41,6,0,62,2014,5,67,2014
Jennifer Douglas,Karlsruhe,Baden-Württemberg,2,"Cisco Signal Booster, with Caller ID",0.0,304,76,2,0,62,2014,2,64,2014
Jessica Paramor,Nice,Provence-Alpes-Côte d'Azur,5,"Bush 3-Shelf Cabinet, Mobile",13.1,131,7,1,0,62,2014,5,67,2014
Jessica Paramor,Nice,Provence-Alpes-Côte d'Azur,5,"Dania 3-Shelf Cabinet, Mobile",25.9,259,-9,2,0,62,2014,5,67,2014
Jessica Paramor,Nice,Provence-Alpes-Côte d'Azur,5,"Safco Floating Shelf Set, Traditional",123.9,1239,468,7,0,62,2014,5,67,2014
Jessica Paramor,Nice,Provence-Alpes-Côte d'Azur,5,"Binney & Smith Pencil Sharpener, Fluorescent",0.0,27,1,1,0,62,2014,5,67,2014
Jessica Paramor,Nice,Provence-Alpes-Côte d'Azur,5,"Cardinal 3-Hole Punch, Durable",0.0,152,70,5,0,62,2014,5,67,2014
Jessica Paramor,Nice,Provence-Alpes-Côte d'Azur,5,"Ibico 3-Hole Punch, Clear",0.0,90,36,3,0,62,2014,5,67,2014
Phoebe Moore,Oslo,Oslo,6,"Fellowes Trays, Industrial",0.0,116,28,2,1,63,2014,0,69,2014
Phoebe Moore,Oslo,Oslo,6,"Fellowes Trays, Industrial",0.0,174,42,3,1,63,2014,0,69,2014
Owen Howell,Runcorn,England,4,"Sanford Canvas, Blue",0.0,51,15,1,3,65,2014,0,69,2014
Owen Howell,Runcorn,England,4,"Cardinal 3-Hole Punch, Recycled",0.0,58,17,2,3,65,2014,0,69,2014
Hayden Perkins,Vanves,Ile-de-France,4,"Harbour Creations Executive Leather Armchair, Black",85.2,852,180,2,3,65,2014,0,69,2014
Hayden Perkins,Vanves,Ile-de-France,4,"Xerox Note Cards, Premium",0.0,132,26,5,3,65,2014,0,69,2014
Robert Zapata,Dundee,Scotland,5,"Eldon Photo Frame, Erganomic",35.7,119,7,3,3,65,2014,1,70,2014
Robert Zapata,Dundee,Scotland,5,"Fellowes File Cart, Single Width",0.0,137,0,1,3,65,2014,1,70,2014
William Jolly,Sheffield,England,2,"Chromcraft Training Table, with Bottom Storage",497.0,994,-398,7,4,66,2014,6,68,2014
William Jolly,Sheffield,England,2,"Fellowes File Cart, Wire Frame",68.0,136,-79,2,4,66,2014,6,68,2014
Jade Howe,Odivelas,Lisboa,5,"Boston Pencil Sharpener, Water Color",14.5,29,-22,2,4,66,2014,2,71,2014
Karla Dunkley,Rotterdam,South Holland,2,"Stanley Sketch Pad, Water Color",24.0,48,-30,2,4,66,2014,6,68,2014
Karla Dunkley,Rotterdam,South Holland,2,"Ibico Binder, Economy",7.5,15,-7,2,4,66,2014,6,68,2014
Eve Bates,Vienna,Vienna,2,"Hewlett Fax Machine, Color",0.0,1285,450,4,5,67,2014,0,69,2014
Lorri Stratton,Nanterre,Ile-de-France,5,"Safco 3-Shelf Cabinet, Mobile",108.0,1080,36,7,5,67,2014,3,72,2014
Lorri Stratton,Nanterre,Ile-de-France,5,"Rogers Box, Blue",6.5,65,-6,3,5,67,2014,3,72,2014
Lorri Stratton,Nanterre,Ile-de-France,5,"Rogers Lockers, Industrial",57.3,573,178,3,5,67,2014,3,72,2014
Ngoc Orozco,Kingswood,England,5,"Canon Wireless Fax, Laser",0.0,1893,928,5,5,67,2014,3,72,2014
Angus De Groot,Orihuela,Valenciana,3,"Sauder Stackable Bookrack, Traditional",0.0,439,66,3,5,67,2014,1,70,2014
Angus De Groot,Orihuela,Valenciana,3,"Stiletto Scissors, Easy Grip",0.0,25,7,1,5,67,2014,1,70,2014
Jade Howe,Apeldoorn,Gelderland,6,"Binney & Smith Markers, Water Color",13.5,27,-18,2,5,67,2014,4,73,2014
Corey Browne,Meyzieu,Auvergne-Rhône-Alpes,4,"Tenex File Cart, Single Width",60.4,604,-7,5,5,67,2014,2,71,2014
Don Willie,Wolfsburg,Lower Saxony,4,"BIC Pens, Easy-Erase",0.0,44,10,3,6,68,2014,3,72,2014
Dominic Jordan,Turku,Finland Proper,7,"Sharp Ink, Laser",0.0,249,40,2,0,69,2014,0,76,2014
Phoebe Lindsay,Barry,Wales,3,"Ibico 3-Hole Punch, Durable",0.0,64,24,2,0,69,2014,3,72,2014
Morgan Anderson,Rome,Lazio,2,"Hon Swivel Stool, Set of Two",79.8,133,-119,2,0,69,2014,2,71,2014
Aaron Bootman,Viersen,North Rhine-Westphalia,6,"Office Star Bag Chairs, Black",9.5,95,33,2,3,72,2014,2,78,2014
Aaron Bootman,Viersen,North Rhine-Westphalia,6,"Stockwell Clamps, Bulk Pack",0.0,115,25,6,3,72,2014,2,78,2014
Aaron Bootman,Viersen,North Rhine-Westphalia,6,"Tenex File Cart, Blue",24.0,240,21,2,3,72,2014,2,78,2014
Aaron Bootman,Viersen,North Rhine-Westphalia,6,"Okidata Calculator, Durable",0.0,157,11,3,3,72,2014,2,78,2014
Samuel Hardey,Tarbes,Languedoc-Roussillon-Midi-Pyrénées,5,"SAFCO Bag Chairs, Set of Two",14.0,140,34,3,4,73,2014,2,78,2014
Samuel Hardey,Tarbes,Languedoc-Roussillon-Midi-Pyrénées,5,"Stockwell Clamps, 12 Pack",0.0,56,27,3,4,73,2014,2,78,2014
Kyle Nash,Weimar,Thuringia,2,"Rogers File Cart, Industrial",25.5,255,20,2,4,73,2014,6,75,2014
Benjamin Lee,Outreau,Nord-Pas-de-Calais-Picardie,2,"Cisco Audio Dock, Cordless",188.55,1257,-30,8,4,73,2014,6,75,2014
Angus Blacklock,Chartres,Centre-Val de Loire,7,"Hewlett Personal Copier, Color",18.6,124,-15,1,4,73,2014,4,80,2014
Nicole Howard,Ponferrada,Castile and León,0,"BIC Canvas, Easy-Erase",0.0,324,110,6,5,74,2014,5,74,2014
Michael Watkins,Gallarate,Lombardy,1,"Hon Rocking Chair, Red",94.2,157,-204,3,5,74,2014,6,75,2014
Michael Watkins,Gallarate,Lombardy,1,"Canon Fax and Copier, High-Speed",0.0,948,66,5,5,74,2014,6,75,2014
Donna Farr,Eindhoven,North Brabant,3,"Dania Library with Doors, Pine",636.5,1273,-993,7,5,74,2014,1,77,2014
Donna Farr,Eindhoven,North Brabant,3,"Smead Box, Single Width",5.5,11,-5,2,5,74,2014,1,77,2014
Koby Tompson,Dorsten,North Rhine-Westphalia,5,"Bush Classic Bookcase, Traditional",74.3,743,256,2,6,75,2014,4,80,2014
Koby Tompson,Dorsten,North Rhine-Westphalia,5,"Office Star Steel Folding Chair, Adjustable",25.4,254,107,3,6,75,2014,4,80,2014
Koby Tompson,Dorsten,North Rhine-Westphalia,5,"Stanley Pens, Blue",0.0,30,15,3,6,75,2014,4,80,2014
Koby Tompson,Dorsten,North Rhine-Westphalia,5,"OIC Thumb Tacks, Assorted Sizes",0.0,46,18,4,6,75,2014,4,80,2014
Koby Tompson,Dorsten,North Rhine-Westphalia,5,"Panasonic Card Printer, White",0.0,861,327,5,6,75,2014,4,80,2014
Rita McCann,Gateshead,England,7,"Tenex Photo Frame, Black",10.8,36,-1,1,6,75,2014,6,82,2014
Rita McCann,Gateshead,England,7,"KitchenAid Toaster, White",0.0,167,67,2,6,75,2014,6,82,2014
Rita McCann,Gateshead,England,7,"Acco Binding Machine, Economy",0.0,102,30,2,6,75,2014,6,82,2014
Rita McCann,Gateshead,England,7,"Novimex File Folder Labels, Alphabetical",0.0,40,6,5,6,75,2014,6,82,2014
Rita McCann,Gateshead,England,7,"Novimex Removable Labels, Adjustable",0.0,31,3,3,6,75,2014,6,82,2014
Rita McCann,Gateshead,England,7,"Smead Box, Blue",0.0,22,0,2,6,75,2014,6,82,2014
Rita McCann,Gateshead,England,7,"Panasonic Printer, Durable",0.0,1066,224,4,6,75,2014,6,82,2014
Rita McCann,Gateshead,England,7,"Apple Signal Booster, Full Size",0.0,414,21,3,6,75,2014,6,82,2014
Bettie Lang,Tilburg,North Brabant,4,"Avery Binder Covers, Economy",11.0,22,-8,4,6,75,2014,3,79,2014
Bettie Lang,Tilburg,North Brabant,4,"Wilson Jones Binder Covers, Economy",8.5,17,-8,3,6,75,2014,3,79,2014
Bettie Lang,Tilburg,North Brabant,4,"Ames Business Envelopes, Recycled",23.5,47,-11,7,6,75,2014,3,79,2014
Bettie Lang,Tilburg,North Brabant,4,"Eaton Memo Slips, Multicolor",19.0,38,-25,5,6,75,2014,3,79,2014
Bettie Lang,Tilburg,North Brabant,4,"Green Bar Message Books, Premium",24.0,48,-38,4,6,75,2014,3,79,2014
Bettie Lang,Tilburg,North Brabant,4,"Canon Ink, High-Speed",109.0,218,-79,3,6,75,2014,3,79,2014
Bettie Lang,Tilburg,North Brabant,4,"Canon Wireless Fax, Color",950.5,1901,-1673,10,6,75,2014,3,79,2014
Bettie Lang,Tilburg,North Brabant,4,"Nokia Signal Booster, Full Size",103.5,207,-120,3,6,75,2014,3,79,2014
Joe Gilbert,Almelo,Overijssel,2,"Boston Canvas, Easy-Erase",54.0,108,-58,4,6,75,2014,1,77,2014
Jade Daniels,Aberdeen,Scotland,1,"Wilson Jones Binding Machine, Recycled",0.0,197,22,4,6,75,2014,0,76,2014
Jade Daniels,Aberdeen,Scotland,1,"Stockwell Staples, 12 Pack",0.0,108,40,11,6,75,2014,0,76,2014
Chloe O'Dea,London,England,0,"SAFCO Steel Folding Chair, Red",30.9,309,127,4,0,76,2014,0,76,2014
Chloe O'Dea,London,England,0,"Avery Binding Machine, Clear",17.4,174,4,4,0,76,2014,0,76,2014
Chloe O'Dea,London,England,0,"Kraft Manila Envelope, Set of 50",4.8,48,1,2,0,76,2014,0,76,2014
Alexandra Whitehouse,Gothenburg,Västra Götaland,7,"Nokia Office Telephone, VoIP",130.5,261,-68,8,0,76,2014,0,83,2014
Anthony Stewart,Malakoff,Ile-de-France,5,"Acme Letter Opener, Easy Grip",0.0,32,9,1,0,76,2014,5,81,2014
Anthony Stewart,Malakoff,Ile-de-France,5,"Sharp Ink, High-Speed",109.5,730,-60,7,0,76,2014,5,81,2014
Craig Rayner,Duisburg,North Rhine-Westphalia,4,"Tenex Clock, Duo Pack",0.0,101,38,2,1,77,2014,5,81,2014
Craig Rayner,Duisburg,North Rhine-Westphalia,4,"Sanford Pencil Sharpener, Fluorescent",0.0,52,18,2,1,77,2014,5,81,2014
Craig Rayner,Duisburg,North Rhine-Westphalia,4,"Rogers Box, Wire Frame",10.4,104,2,5,1,77,2014,5,81,2014
Rita McCann,Espoo,Uusimaa,5,"Cardinal 3-Hole Punch, Durable",0.0,61,28,2,1,77,2014,6,82,2014
Rita McCann,Espoo,Uusimaa,5,"Ames Peel and Seal, Security-Tint",0.0,42,13,2,1,77,2014,6,82,2014
Isabelle Vaughan,London,England,4,"Avery Shipping Labels, 5000 Label Set",8.8,88,27,8,1,77,2014,5,81,2014
Isabelle Vaughan,London,England,4,"Smead Trays, Wire Frame",4.3,43,1,1,1,77,2014,5,81,2014
Mark Westfall,Roubaix,Nord-Pas-de-Calais-Picardie,4,"Avery Binder, Durable",0.0,58,3,4,3,79,2014,0,83,2014
Jacob Carter,Conflans-Sainte-Honorine,Ile-de-France,5,"Sanford Highlighters, Easy-Erase",0.0,32,1,2,3,79,2014,1,84,2014
Lily Skurrie,Wiesbaden,Hesse,1,"Eaton Cards & Envelopes, Premium",0.0,136,41,3,3,79,2014,4,80,2014
Nathan Iqbal,Bradford,England,2,"Novimex Removable Labels, Adjustable",0.0,72,7,7,3,79,2014,5,81,2014
Nathan Iqbal,Bradford,England,2,"Eldon File Cart, Single Width",0.0,384,69,3,3,79,2014,5,81,2014
Rachel Norton,Euskirchen,North Rhine-Westphalia,0,"Rogers Lockers, Industrial",152.7,1527,475,8,3,79,2014,3,79,2014
Everett Dunbar,Rome,Lazio,5,"Xerox Cards & Envelopes, Multicolor",0.0,139,14,3,3,79,2014,1,84,2014
Everett Dunbar,Rome,Lazio,5,"Motorola Office Telephone, Cordless",53.6,134,-31,3,3,79,2014,1,84,2014
Terence Welch,Corbeil-Essonnes,Ile-de-France,3,"Acco 3-Hole Punch, Durable",0.0,221,91,7,4,80,2014,0,83,2014
Terence Welch,Corbeil-Essonnes,Ile-de-France,3,"Samsung Office Telephone, with Caller ID",24.9,166,16,3,4,80,2014,0,83,2014
Aaron Bootman,Southend-on-Sea,England,0,"Konica Receipt Printer, Durable",0.0,245,71,2,4,80,2014,4,80,2014
Hollie Morris,Poole,England,5,"Binney & Smith Sketch Pad, Fluorescent",0.0,285,14,6,4,80,2014,2,85,2014
Hollie Morris,Poole,England,5,"Ibico Binding Machine, Recycled",0.0,104,19,2,4,80,2014,2,85,2014
Hollie Morris,Poole,England,5,"Wilson Jones Binding Machine, Recycled",0.0,148,16,3,4,80,2014,2,85,2014
Hollie Morris,Poole,England,5,"Logitech Flash Drive, Programmable",0.0,64,30,2,4,80,2014,2,85,2014
Skye Hammond,Cagliari,Sardinia,4,"Smead Folders, Blue",16.8,42,-20,4,5,81,2014,2,85,2014
Skye Hammond,Cagliari,Sardinia,4,"Fiskars Shears, High Speed",0.0,48,23,1,5,81,2014,2,85,2014
Lincoln Want,Utrecht,Utrecht,4,"Novimex Steel Folding Chair, Black",199.5,399,-263,10,6,82,2014,3,86,2014
Hayley Swanston,Cardiff,Wales,3,"Enermax Flash Drive, Programmable",0.0,129,46,3,6,82,2014,2,85,2014
William Somerville,Bochum,North Rhine-Westphalia,0,"Boston Pencil Sharpener, Easy-Erase",0.0,242,39,8,6,82,2014,6,82,2014
Mason Adams,Nuremberg,Bavaria,4,"BIC Markers, Easy-Erase",0.0,27,7,1,6,82,2014,3,86,2014
Mason Adams,Nuremberg,Bavaria,4,"Fellowes Box, Industrial",10.9,109,-6,6,6,82,2014,3,86,2014
Anthony Stewart,Molina de Segura,Murcia,3,"SanDisk Message Books, 8.5 x 11",0.0,56,27,2,0,83,2014,3,86,2014
Skye Hammond,Bielefeld,North Rhine-Westphalia,5,"Smead Folders, Industrial",3.2,32,5,2,0,83,2014,5,88,2014
Skye Hammond,Bielefeld,North Rhine-Westphalia,5,"Okidata Calculator, Wireless",0.0,157,3,3,0,83,2014,5,88,2014
Aidan Hayward,Jena,Thuringia,2,"Avery Binder Covers, Durable",0.0,50,6,4,0,83,2014,2,85,2014
Aidan Hayward,Jena,Thuringia,2,"Wilson Jones Binder Covers, Clear",0.0,21,5,2,0,83,2014,2,85,2014
Liam Newton,Reggio nell'Emilia,Emilia-Romagna,2,"SanDisk Parchment Paper, 8.5 x 11",0.0,167,25,8,1,84,2014,3,86,2014
Mackenzie Whitford,Montreuil,Ile-de-France,5,"Boston Pencil Sharpener, Water Color",0.0,64,32,2,1,84,2014,6,89,2014
Peggy Hua,Benidorm,Valenciana,3,"Avery Shipping Labels, 5000 Label Set",0.0,49,19,4,3,86,2014,6,89,2014
Peggy Hua,Benidorm,Valenciana,3,"Nokia Signal Booster, VoIP",24.6,246,49,2,3,86,2014,6,89,2014
Rory Gunson,Hasselt,Limburg,0,"Hoover Coffee Grinder, Black",0.0,478,239,7,3,86,2014,3,86,2014
Rory Gunson,Hasselt,Limburg,0,"Stanley Sketch Pad, Blue",0.0,178,59,4,3,86,2014,3,86,2014
Rory Gunson,Hasselt,Limburg,0,"Eldon Shelving, Industrial",0.0,98,3,2,3,86,2014,3,86,2014
Rory Gunson,Hasselt,Limburg,0,"Fellowes Lockers, Wire Frame",0.0,413,186,2,3,86,2014,3,86,2014
Rory Gunson,Hasselt,Limburg,0,"Memorex Keyboard, Erganomic",0.0,207,4,3,3,86,2014,3,86,2014
Hubert Lindahl,Mauguio,Languedoc-Roussillon-Midi-Pyrénées,3,"Binney & Smith Pens, Blue",0.0,143,60,12,3,86,2014,6,89,2014
Donna Nash,Rotherham,England,6,"Hewlett Fax Machine, Digital",0.0,320,147,1,3,86,2014,2,92,2014
Kian Sykes,West Bromwich,England,2,"Fellowes Folders, Industrial",0.0,134,31,5,4,87,2014,6,89,2014
Kian Sykes,West Bromwich,England,2,"Panasonic Calculator, Durable",0.0,101,14,2,4,87,2014,6,89,2014
Isabel Turnbull,Annecy,Auvergne-Rhône-Alpes,5,"Stockwell Thumb Tacks, Bulk Pack",0.0,53,13,4,4,87,2014,2,92,2014
Isabel Turnbull,Annecy,Auvergne-Rhône-Alpes,5,"Eldon File Cart, Single Width",57.8,578,212,5,4,87,2014,2,92,2014
Owen Faulkner,Vienna,Vienna,0,"Eldon File Cart, Single Width",0.0,128,55,1,4,87,2014,4,87,2014
Eve Spencer,Montesson,Ile-de-France,2,"Advantus Clamps, Assorted Sizes",0.0,67,9,4,5,88,2014,0,90,2014
Eve Spencer,Montesson,Ile-de-France,2,"Eldon Shelving, Wire Frame",8.5,85,-2,2,5,88,2014,0,90,2014
James Casados,Toulouse,Languedoc-Roussillon-Midi-Pyrénées,1,"Novimex Rocking Chair, Set of Two",96.0,160,-197,3,6,89,2014,0,90,2014
James Casados,Toulouse,Languedoc-Roussillon-Midi-Pyrénées,1,"SanDisk Computer Printout Paper, Multicolor",15.5,31,-23,2,6,89,2014,0,90,2014
Ben Summerville,Limoges,Aquitaine-Limousin-Poitou-Charentes,4,"Fellowes File Cart, Single Width",49.4,494,-55,4,6,89,2014,3,93,2014
George To Rot,Valladolid,Castile and León,4,"Stiletto Trimmer, Easy Grip",0.0,266,61,6,0,90,2014,4,94,2014
Ashton Charles,Norderstedt,Schleswig-Holstein,5,"Green Bar Message Books, 8.5 x 11",0.0,84,30,3,0,90,2014,5,95,2014
Timothy Jimenez,Florence,Tuscany,5,"Ibico Binding Machine, Recycled",0.0,259,47,5,1,91,2014,6,96,2014
Timothy Jimenez,Florence,Tuscany,5,"Smead Round Labels, Laser Printer Compatible",0.0,21,7,3,1,91,2014,6,96,2014
Caitlin Schmidt,Erftstadt,North Rhine-Westphalia,5,"Boston Pens, Blue",0.0,57,1,4,1,91,2014,6,96,2014
Caitlin Schmidt,Erftstadt,North Rhine-Westphalia,5,"Acco Binding Machine, Economy",0.0,102,30,2,1,91,2014,6,96,2014
Caitlin Schmidt,Erftstadt,North Rhine-Westphalia,5,"Hon File Folder Labels, Alphabetical",0.0,25,10,3,1,91,2014,6,96,2014
Caitlin Schmidt,Erftstadt,North Rhine-Westphalia,5,"Eldon File Cart, Blue",34.3,343,-31,3,1,91,2014,6,96,2014
Caitlin Schmidt,Erftstadt,North Rhine-Westphalia,5,"Rogers Lockers, Industrial",57.3,573,178,3,1,91,2014,6,96,2014
Ellie Chapman,Munich,Bavaria,3,"Acco Index Tab, Economy",0.0,50,23,5,3,93,2014,6,96,2014
William Somerville,Ipswich,England,6,"Eldon Trays, Blue",0.0,144,26,3,3,93,2014,2,99,2014
Juan Smith,Ghent,East Flanders,4,"Stockwell Paper Clips, Metal",0.0,27,11,2,4,94,2014,1,98,2014
Ewan Hyde,Cesena,Emilia-Romagna,6,"Tenex Folders, Wire Frame",32.0,80,11,6,4,94,2014,3,100,2014
Leah Derham,Vienna,Vienna,2,"Wilson Jones Hole Reinforcements, Recycled",0.0,10,2,2,4,94,2014,6,96,2014
Xavier Synan,Venice,Veneto,5,"Binney & Smith Sketch Pad, Fluorescent",0.0,95,5,2,5,95,2014,3,100,2014
Xavier Synan,Venice,Veneto,5,"Boston Highlighters, Blue",0.0,57,14,3,5,95,2014,3,100,2014
Charles Carey,Marano di Napoli,Campania,0,"Eaton Computer Printout Paper, 8.5 x 11",0.0,123,56,4,5,95,2014,5,95,2014
Ben Hogben,Hanover,Lower Saxony,0,"Sanford Pencil Sharpener, Water Color",13.0,26,-13,2,6,96,2014,6,96,2014
Ben Hogben,Hanover,Lower Saxony,0,"Sanford Sketch Pad, Fluorescent",58.5,117,-7,5,6,96,2014,6,96,2014
Ben Hogben,Hanover,Lower Saxony,0,"Apple Smart Phone, with Caller ID",1438.0,2876,-1783,9,6,96,2014,6,96,2014
Michelle Barrett,Saint-Michel-sur-Orge,Ile-de-France,4,"Advantus Paper Clips, Assorted Sizes",0.0,11,2,1,0,97,2014,4,101,2014
Ashton Charles,Munich,Bavaria,7,"Eldon Trays, Blue",4.3,43,4,1,0,97,2014,0,104,2014
Eden Kern,Dundee,Scotland,4,"Avery Binder Covers, Clear",0.0,32,7,3,0,97,2014,4,101,2014
Faith Chambers,Oxford,England,4,"Eldon Lockers, Industrial",0.0,397,194,2,1,98,2014,5,102,2014
Faith Chambers,Oxford,England,4,"Brother Fax and Copier, Color",0.0,772,185,4,1,98,2014,5,102,2014
Leo Bannister,Berlin,Berlin,6,"Motorola Headset, Full Size",94.8,948,126,13,3,100,2014,2,106,2014
Leroy Dudley,Milan,Lombardy,4,"Ames Manila Envelope, Set of 50",0.0,99,8,4,3,100,2014,0,104,2014
Leroy Dudley,Milan,Lombardy,4,"Sharp Ink, High-Speed",0.0,368,29,3,3,100,2014,0,104,2014
Blake Lymburner,Frederiksberg,Hovedstaden,4,"Cardinal Binder, Recycled",10.5,21,-12,3,3,100,2014,0,104,2014
Kerry Dorsey,Augsburg,Bavaria,6,"Acco Index Tab, Durable",0.0,27,6,3,4,101,2014,3,107,2014
Kerry Dorsey,Augsburg,Bavaria,6,"OIC Paper Clips, Assorted Sizes",0.0,36,9,3,4,101,2014,3,107,2014
Julian Mack,Dormagen,North Rhine-Westphalia,0,"Wilson Jones Index Tab, Clear",0.0,24,2,4,4,101,2014,4,101,2014
Lisa Watkins,Parla,Madrid,2,"Avery Hole Reinforcements, Recycled",0.0,24,10,5,4,101,2014,6,103,2014
David Lowe,Capelle aan den IJssel,South Holland,4,"Bush Library with Doors, Pine",274.5,549,-428,3,4,101,2014,1,105,2014
David Lowe,Capelle aan den IJssel,South Holland,4,"Sanford Pens, Blue",16.5,33,-17,6,4,101,2014,1,105,2014
David Lowe,Capelle aan den IJssel,South Holland,4,"Green Bar Memo Slips, Multicolor",14.0,28,-8,3,4,101,2014,1,105,2014
Georgina Storey,Vienna,Vienna,4,"Safco Floating Shelf Set, Mobile",0.0,399,48,2,5,102,2014,2,106,2014
Georgina Storey,Vienna,Vienna,4,"BIC Markers, Water Color",0.0,89,31,3,5,102,2014,2,106,2014
Georgina Storey,Vienna,Vienna,4,"Hon Round Labels, Adjustable",0.0,23,8,5,5,102,2014,2,106,2014
Georgina Storey,Vienna,Vienna,4,"Smead File Cart, Blue",0.0,1147,11,9,5,102,2014,2,106,2014
Dominic Scott,Berlin,Berlin,5,"Boston Pens, Blue",2.6,26,-2,2,6,103,2014,4,108,2014
Dominic Scott,Berlin,Berlin,5,"Hewlett Personal Copier, Digital",64.8,648,57,5,6,103,2014,4,108,2014
Maya Pamphlett,Lons-le-Saunier,Bourgogne-Franche-Comté,4,"Konica Receipt Printer, Durable",62.4,416,68,4,0,104,2014,4,108,2014
Sebastian McClelland,Schiedam,South Holland,3,"Motorola Audio Dock, Cordless",132.0,264,-127,3,0,104,2014,3,107,2014
Lauren Knight,Colmar,Alsace-Champagne-Ardenne-Lorraine,5,"SAFCO Executive Leather Armchair, Red",124.6,1246,-125,3,0,104,2014,5,109,2014
Lauren Knight,Colmar,Alsace-Champagne-Ardenne-Lorraine,5,"Boston Markers, Fluorescent",0.0,83,12,3,0,104,2014,5,109,2014
Lauren Knight,Colmar,Alsace-Champagne-Ardenne-Lorraine,5,"Ibico 3-Hole Punch, Clear",0.0,209,84,7,0,104,2014,5,109,2014
Leslie Wilson,Glasgow,Scotland,5,"Rogers Lockers, Blue",0.0,1058,74,5,1,105,2014,6,110,2014
Harrison Cooke,Langenhagen,Lower Saxony,5,"Sanford Canvas, Blue",0.0,253,73,5,3,107,2014,1,112,2014
Harrison Cooke,Langenhagen,Lower Saxony,5,"Rogers Lockers, Blue",57.1,571,-19,3,3,107,2014,1,112,2014
Harrison Cooke,Langenhagen,Lower Saxony,5,"Apple Smart Phone, Full Size",0.0,1913,536,3,3,107,2014,1,112,2014
Luther King,Erfurt,Thuringia,5,"SAFCO Executive Leather Armchair, Adjustable",83.5,835,-28,2,3,107,2014,1,112,2014
Gracie Hicks,Copenhagen,Hovedstaden,4,"Tenex Lockers, Wire Frame",305.0,610,-232,6,3,107,2014,0,111,2014
Gracie Hicks,Copenhagen,Hovedstaden,4,"Stiletto Letter Opener, High Speed",41.5,83,-55,6,3,107,2014,0,111,2014
Jasmine Hanson,Hamburg,Hamburg,4,"Ibico Binding Machine, Economy",0.0,103,9,2,4,108,2014,1,112,2014
Eva Arnold,Foggia,Apulia,5,"Stanley Pencil Sharpener, Fluorescent",0.0,124,40,5,6,110,2014,4,115,2014
Harry Josephson,Hasselt,Limburg,3,"Acme Trimmer, Steel",0.0,308,68,7,6,110,2014,2,113,2014
Geraldine Mizelle,Lugo,Galicia,6,"HP Personal Copier, Color",0.0,377,83,3,0,111,2014,6,117,2014
Rachel Morton,Barcelona,Catalonia,3,"Dania Library with Doors, Traditional",0.0,1087,120,3,0,111,2014,3,114,2014
